(2.7516000000000003, 12.3457, 0.9816594426878177)
(2.7517, 12.3457, 0.9713109077120224)
(2.7518000000000002, 12.3457, 0.9771920717976605)
(2.7519, 12.3457, 0.9990259953478071)
(2.7513, 12.3458, 0.9928402829178572)
(2.7514000000000003, 12.3458, 0.933048415330705)
(2.7515, 12.3458, 0.8871524165063349)
(2.7516000000000003, 12.3458, 0.8573979679434337)
(2.7517, 12.3458, 0.8455023383349612)
(2.7518000000000002, 12.3458, 0.8522250102374304)
(2.7519, 12.3458, 0.877148988597461)
(2.7520000000000002, 12.3458, 0.9188047314286278)
(2.7521, 12.3458, 0.9750600627809046)
(2.7512000000000003, 12.3459, 0.967356501859926)
(2.7513, 12.3459, 0.888251427834441)
(2.7514000000000003, 12.3459, 0.8208510135977304)
(2.7515, 12.3459, 0.7682546511617361)
(2.7516000000000003, 12.3459, 0.7336663550523249)
(2.7517, 12.3459, 0.7197006211289333)
(2.7518000000000002, 12.3459, 0.7275592564571484)
(2.7519, 12.3459, 0.7565752206333615)
(2.7520000000000002, 12.3459, 0.8044743953098523)
(2.7521, 12.3459, 0.8681478765834943)
(2.7522, 12.3459, 0.9444206803819803)
(2.7511, 12.346, 0.9742244517412936)
(2.7512000000000003, 12.346, 0.8779034325677432)
(2.7513, 12.346, 0.7898674792966776)
(2.7514000000000003, 12.346, 0.7132048178820635)
(2.7515, 12.346, 0.651954840637993)
(2.7516000000000003, 12.346, 0.6107879296104706)
(2.7517, 12.346, 0.5939113718785463)
(2.7518000000000002, 12.346, 0.60338284245592)
(2.7519, 12.346, 0.6380451293286843)
(2.7520000000000002, 12.346, 0.6941485471515015)
(2.7521, 12.346, 0.7670149994555925)
(2.7522, 12.346, 0.8523674719437097)
(2.7523, 12.346, 0.9468455083244848)
(2.7511, 12.3461, 0.9031696016936149)
(2.7512000000000003, 12.3461, 0.7983023320747553)
(2.7513, 12.3461, 0.7003095252952449)
(2.7514000000000003, 12.3461, 0.6125153215757979)
(2.7515, 12.3461, 0.5399357578001853)
(2.7516000000000003, 12.3461, 0.4894072902423516)
(2.7517, 12.3461, 0.46814624013830997)
(2.7518000000000002, 12.3461, 0.48007719615090966)
(2.7519, 12.3461, 0.5229516360049073)
(2.7520000000000002, 12.3461, 0.5900788852015045)
(2.7521, 12.3461, 0.6742680812619264)
(2.7522, 12.3461, 0.7699550547145033)
(2.7523, 12.3461, 0.8733798893865669)
(2.7524, 12.3461, 0.9821108425296802)
(2.7510000000000003, 12.346200000000001, 0.9612272161941124)
(2.7511, 12.346200000000001, 0.8449549068275193)
(2.7512000000000003, 12.346200000000001, 0.731776349833677)
(2.7513, 12.346200000000001, 0.6233943241637175)
(2.7514000000000003, 12.346200000000001, 0.5228189004946565)
(2.7515, 12.346200000000001, 0.4355149017421281)
(2.7516000000000003, 12.346200000000001, 0.37099948617191036)
(2.7517, 12.346200000000001, 0.3424339843436862)
(2.7518000000000002, 12.346200000000001, 0.3585439261713484)
(2.7519, 12.346200000000001, 0.41417151103829764)
(2.7520000000000002, 12.346200000000001, 0.49621890846195665)
(2.7521, 12.346200000000001, 0.5938506045604957)
(2.7522, 12.346200000000001, 0.7005950012369969)
(2.7523, 12.346200000000001, 0.8128818910453649)
(2.7524, 12.346200000000001, 0.9287134685808022)
(2.7510000000000003, 12.346300000000001, 0.9240355322660009)
(2.7511, 12.346300000000001, 0.8023809391235849)
(2.7512000000000003, 12.346300000000001, 0.6821627145409416)
(2.7513, 12.346300000000001, 0.5643166535277273)
(2.7514000000000003, 12.346300000000001, 0.4507286957344864)
(2.7515, 12.346300000000001, 0.3456507340636535)
(2.7516000000000003, 12.346300000000001, 0.2596666297687689)
(2.7517, 12.346300000000001, 0.21687002316596357)
(2.7518000000000002, 12.346300000000001, 0.2414772201078747)
(2.7519, 12.346300000000001, 0.31824827289269686)
(2.7520000000000002, 12.346300000000001, 0.41948068376407216)
(2.7521, 12.346300000000001, 0.5313913722037071)
(2.7522, 12.346300000000001, 0.6484901784465059)
(2.7523, 12.346300000000001, 0.7684214504624536)
(2.7524, 12.346300000000001, 0.8900517736140454)
(2.7510000000000003, 12.346400000000001, 0.9029692993325736)
(2.7511, 12.346400000000001, 0.7780205348010898)
(2.7512000000000003, 12.346400000000001, 0.6533269739243779)
(2.7513, 12.346400000000001, 0.5290872614502832)
(2.7514000000000003, 12.346400000000001, 0.40574225262030916)
(2.7515, 12.346400000000001, 0.28449203288536096)
(2.7516000000000003, 12.346400000000001, 0.16993942696724054)
(2.7517, 12.346400000000001, 0.09207125376554917)
(2.7518000000000002, 12.346400000000001, 0.14052797104965004)
(2.7519, 12.346400000000001, 0.25042299336541507)
(2.7520000000000002, 12.346400000000001, 0.37065766125436356)
(2.7521, 12.346400000000001, 0.49375468568452247)
(2.7522, 12.346400000000001, 0.6180216406512692)
(2.7523, 12.346400000000001, 0.7428846453476114)
(2.7524, 12.346400000000001, 0.8680976679336017)
(2.7525, 12.346400000000001, 0.9935381116111348)
(2.7510000000000003, 12.3465, 0.8991634579769844)
(2.7511, 12.3465, 0.7735972008427798)
(2.7512000000000003, 12.3465, 0.6480498552504186)
(2.7513, 12.3465, 0.5225534512507208)
(2.7514000000000003, 12.3465, 0.39718050027545004)
(2.7515, 12.3465, 0.27213706503741997)
(2.7516000000000003, 12.3465, 0.14832417768924014)
(2.7517, 12.3465, 0.03995062679549847)
(2.7518000000000002, 12.3465, 0.11342763387825086)
(2.7519, 12.3465, 0.2362809147234204)
(2.7520000000000002, 12.3465, 0.3612531959571687)
(2.7521, 12.3465, 0.4867347649145838)
(2.7522, 12.3465, 0.612428411788337)
(2.7523, 12.3465, 0.738238900879921)
(2.7524, 12.3465, 0.8641263823625587)
(2.7525, 12.3465, 0.9900712530472842)
(2.7510000000000003, 12.3466, 0.9128347389538507)
(2.7511, 12.3466, 0.7894470794729475)
(2.7512000000000003, 12.3466, 0.6668919698801931)
(2.7513, 12.3466, 0.5457482143700615)
(2.7514000000000003, 12.3466, 0.4272406471266649)
(2.7515, 12.3466, 0.31439547869143986)
(2.7516000000000003, 12.3466, 0.21631044415903836)
(2.7517, 12.3466, 0.16245278905889582)
(2.7518000000000002, 12.3466, 0.1940770253361902)
(2.7519, 12.3466, 0.28396203982761914)
(2.7520000000000002, 12.3466, 0.3941013133395639)
(2.7521, 12.3466, 0.5115949645696594)
(2.7522, 12.3466, 0.6323720721207601)
(2.7523, 12.3466, 0.7548710177703075)
(2.7524, 12.3466, 0.8783827088954674)
(2.7510000000000003, 12.3467, 0.9432242859821256)
(2.7511, 12.3467, 0.8244025884680587)
(2.7512000000000003, 12.3467, 0.7079311250058723)
(2.7513, 12.3467, 0.5952073854927142)
(2.7514000000000003, 12.3467, 0.48885061862592744)
(2.7515, 12.3467, 0.3940748799852807)
(2.7516000000000003, 12.3467, 0.32132746292729736)
(2.7517, 12.3467, 0.28785964313272433)
(2.7518000000000002, 12.3467, 0.3068383806773496)
(2.7519, 12.3467, 0.37031132079627355)
(2.7520000000000002, 12.3467, 0.4602439715087868)
(2.7521, 12.3467, 0.5641375804986468)
(2.7522, 12.3467, 0.6755959395367062)
(2.7523, 12.3467, 0.7914416110446781)
(2.7524, 12.3467, 0.9100112023251994)
(2.7510000000000003, 12.3468, 0.9887925923758872)
(2.7511, 12.3468, 0.8761808755083476)
(2.7512000000000003, 12.3468, 0.7676163348806425)
(2.7513, 12.3468, 0.6650983027251879)
(2.7514000000000003, 12.3468, 0.5719046322811591)
(2.7515, 12.3468, 0.49336756350031746)
(2.7516000000000003, 12.3468, 0.43747564610054795)
(2.7517, 12.3468, 0.41353879854731795)
(2.7518000000000002, 12.3468, 0.42698831074957977)
(2.7519, 12.3468, 0.4746770088323391)
(2.7520000000000002, 12.3468, 0.5477511894141531)
(2.7521, 12.3468, 0.6375559794746423)
(2.7522, 12.3468, 0.7380219219248445)
(2.7523, 12.3468, 0.8453678936178913)
(2.7524, 12.3468, 0.9572922804583058)
(2.7511, 12.3469, 0.9420127780448146)
(2.7512000000000003, 12.3469, 0.8419925567799446)
(2.7513, 12.3469, 0.7497295259153485)
(2.7514000000000003, 12.3469, 0.6684579275857215)
(2.7515, 12.3469, 0.6026571408126257)
(2.7516000000000003, 12.3469, 0.5578463079267061)
(2.7517, 12.3469, 0.5393012958154727)
(2.7518000000000002, 12.3469, 0.5497045175923829)
(2.7519, 12.3469, 0.587536631534196)
(2.7520000000000002, 12.3469, 0.6480261492246326)
(2.7521, 12.3469, 0.7255412793170193)
(2.7522, 12.3469, 0.8152517264558978)
(2.7523, 12.3469, 0.9135824527611089)
(2.7512000000000003, 12.347000000000001, 0.9275332056422421)
(2.7513, 12.347000000000001, 0.844682867527615)
(2.7514000000000003, 12.347000000000001, 0.7734724887411905)
(2.7515, 12.347000000000001, 0.7173902195716584)
(2.7516000000000003, 12.347000000000001, 0.6802025520150575)
(2.7517, 12.347000000000001, 0.6651009772699783)
(2.7518000000000002, 12.347000000000001, 0.6735869624774934)
(2.7519, 12.347000000000001, 0.7048227105313991)
(2.7520000000000002, 12.347000000000001, 0.7560063320923426)
(2.7521, 12.347000000000001, 0.823438073050815)
(2.7522, 12.347000000000001, 0.9034978814552249)
(2.7523, 12.347000000000001, 0.9931462020902182)
(2.7513, 12.347100000000001, 0.9468588019393587)
(2.7514000000000003, 12.347100000000001, 0.8839386080566187)
(2.7515, 12.347100000000001, 0.8353276787795526)
(2.7516000000000003, 12.347100000000001, 0.8036388813141587)
(2.7517, 12.347100000000001, 0.7909210391206454)
(2.7518000000000002, 12.347100000000001, 0.7980936794137055)
(2.7519, 12.347100000000001, 0.8246496396061985)
(2.7520000000000002, 12.347100000000001, 0.8688244377829344)
(2.7521, 12.347100000000001, 0.9281160754798463)
(2.7522, 12.347100000000001, 0.9998484767639477)
(2.7514000000000003, 12.3472, 0.9980484960243818)
(2.7515, 12.3472, 0.955284211379264)
(2.7516000000000003, 12.3472, 0.9277250705823717)
(2.7517, 12.3472, 0.9167538995212454)
(2.7518000000000002, 12.3472, 0.9229728686734862)
(2.7519, 12.3472, 0.9460532238751588)
(2.7520000000000002, 12.3472, 0.9848199649681025)
